-2,00781631656082  -2,13727405959941  254  0  10
-2,02247191011236  -2,1494870542257  259  0  10
-2,03468490473864  -2,16170004885198  264  0  10
-2,04934049829018  -2,17391304347826  269  0  10
-2,06155349291646  -2,18612603810454  274  0  10
-2,076209086468  -2,19833903273083  279  0  10
-2,08842208109428  -2,21055202735711  284  0  10
-2,10063507572057  -2,22276502198339  289  0  10
-2,11529066927211  -2,23497801660967  294  0  10
-2,12750366389839  -2,2447484123107  299  0  10
-2,13971665852467  -2,25696140693698  304  0  10
-2,15192965315095  -2,26917440156326  309  0  10
-2,16414264777724  -2,27894479726429  314  0  10
-2,17635564240352  -2,29115779189057  319  0  10
-2,19101123595506  -2,30337078651685  324  0  10
-2,20322423058134  -2,31314118221788  329  0  10
-2,21543722520762  -2,32535417684416  334  0  10
-2,2276502198339  -2,33512457254519  339  0  10
-2,23742061553493  -2,34489496824621  344  0  10
-2,24963361016121  -2,3571079628725  349  0  10
-2,26184660478749  -2,36687835857352  354  0  10
-2,27405959941378  -2,3790913531998  359  0  10
-2,28627259404006  -2,38886174890083  364  0  10
-2,29848558866634  -2,39863214460186  369  0  10
-2,30825598436737  -2,40840254030288  374  0  10
-2,32046897899365  -2,41817293600391  379  0  10
-2,33268197361993  -2,42794333170493  384  0  10
-2,34245236932096  -2,44015632633122  389  0  10
-2,35466536394724  -2,44992672203224  395  0  10
-2,36443575964827  -2,45969711773327  400  0  10
-2,37664875427455  -2,46946751343429  405  0  10
-2,38641914997557  -2,47679531021006  410  0  10
-2,39863214460186  -2,48656570591109  415  0  10
-2,40840254030288  -2,49633610161212  420  0  10
-2,41817293600391  -2,50610649731314  425  0  10
-2,43038593063019  -2,51587689301417  430  0  10
-2,44015632633122  -2,52320468978994  435  0  10
-2,44992672203224  -2,53297508549096  440  0  10
-2,45969711773327  -2,54274548119199  445  0  10
-2,47191011235955  -2,55007327796776  450  0  10
-2,48168050806058  -2,55984367366878  455  0  10
-2,4914509037616  -2,56717147044455  460  0  10
-2,50122129946263  -2,57694186614558  465  0  10
-2,51099169516365  -2,58426966292135  470  0  10
-2,52076209086468  -2,59404005862237  475  0  10
-2,53053248656571  -2,60136785539814  480  0  10
-2,53786028334148  -2,60869565217391  485  0  10
-2,5476306790425  -2,61846604787494  490  0  10
-2,55740107474353  -2,62579384465071  495  0  10
-2,56717147044455  -2,63312164142648  500  0  10
-2,57694186614558  -2,64044943820225  505  0  10
-2,58426966292135  -2,64777723497802  510  0  10
-2,59404005862237  -2,65510503175379  515  0  10
-2,60136785539814  -2,66243282852956  520  0  10
-2,61113825109917  -2,66976062530533  525  0  10
-2,6209086468002  -2,67708842208109  530  0  10
-2,62823644357596  -2,68441621885686  535  0  10
-2,63556424035173  -2,69174401563263  540  0  10
-2,64533463605276  -2,6990718124084  545  0  10
-2,65266243282853  -2,70395701025892  550  0  10
-2,6599902296043  -2,71128480703468  555  0  10
-2,66976062530533  -2,71861260381045  560  0  10
-2,67708842208109  -2,72349780166097  565  0  10
-2,68441621885686  -2,73082559843674  570  0  10
-2,69174401563263  -2,73571079628725  575  0  10
-2,6990718124084  -2,74303859306302  580  0  10
-2,70639960918417  -2,74792379091353  585  0  10
-2,71372740595994  -2,7552515876893  590  0  10
-2,72105520273571  -2,76013678553981  595  0  10
-2,72838299951148  -2,76502198339033  600  0  10
-2,73571079628725  -2,76990718124084  605  0  10
-2,74303859306302  -2,77723497801661  610  0  10
-2,75036638983879  -2,78212017586712  615  0  10
-2,7552515876893  -2,78700537371764  620  0  10
-2,76257938446507  -2,79189057156815  625  0  10
-2,76990718124084  -2,79677576941866  630  0  10
-2,77479237909135  -2,80166096726917  635  0  10
-2,78212017586712  -2,80654616511969  640  0  10
-2,78700537371764  -2,8114313629702  645  0  10
-2,79433317049341  -2,81631656082071  650  0  10
-2,79921836834392  -2,82120175867123  655  0  10
-2,80654616511969  -2,82364435759648  660  0  10
-2,8114313629702  -2,828529555447  665  0  10
-2,81631656082071  -2,83341475329751  670  0  10
-2,82120175867123  -2,83585735222277  675  0  10
-2,828529555447  -2,84074255007328  680  0  10
-2,83341475329751  -2,84318514899853  685  0  10
-2,83829995114802  -2,84807034684905  690  0  10
-2,84318514899853  -2,8505129457743  695  0  10
-2,84807034684905  -2,85539814362482  700  0  10
-2,85295554469956  -2,85784074255007  705  0  10
-2,85784074255007  -2,86028334147533  710  0  10
-2,86272594040059  -2,86516853932584  715  0  10
-2,8676111382511  -2,8676111382511  720  0  10
-2,87005373717636  -2,87005373717636  725  0  10
-2,87493893502687  -2,87249633610161  730  0  10
-2,87982413287738  -2,87493893502687  735  0  10
-2,88470933072789  -2,87738153395212  740  0  10
-2,88715192965315  -2,87982413287738  745  0  10
-2,89203712750366  -2,88226673180264  750  0  10
-2,89447972642892  -2,88470933072789  755  0  10
-2,89936492427943  -2,88715192965315  760  0  10
-2,90180752320469  -2,88715192965315  765  0  10
-2,9066927210552  -2,88959452857841  770  0  10
-2,90913531998046  -2,89203712750366  775  0  10
-2,91157791890572  -2,89203712750366  780  0  10
-2,91402051783097  -2,89447972642892  785  0  10
-2,91890571568148  -2,89692232535418  790  0  10
-2,92134831460674  -2,89692232535418  795  0  10
-2,923790913532  -2,89936492427943  800  0  10
-2,92623351245725  -2,89936492427943  805  0  10
-2,92867611138251  -2,89936492427943  810  0  10
-2,93111871030777  -2,90180752320469  815  0  10
-2,93356130923302  -2,90180752320469  820  0  10
-2,93600390815828  -2,90180752320469  825  0  10
-2,93600390815828  -2,90180752320469  830  0  10
-2,93844650708354  -2,90180752320469  835  0  10
-2,94088910600879  -2,90180752320469  840  0  10
-2,94333170493405  -2,90425012212995  845  0  10
-2,94333170493405  -2,90180752320469  850  0  10
-2,94577430385931  -2,90180752320469  855  0  10
-2,94577430385931  -2,90180752320469  860  0  10
-2,94821690278456  -2,90180752320469  865  0  10
-2,94821690278456  -2,90180752320469  870  0  10
-2,95065950170982  -2,90180752320469  875  0  10
-2,95065950170982  -2,89936492427943  880  0  10
-2,95065950170982  -2,89936492427943  885  0  10
-2,95310210063508  -2,89936492427943  890  0  10
-2,95310210063508  -2,89692232535418  895  0  10
-2,95310210063508  -2,89692232535418  900  0  10
-2,95310210063508  -2,89447972642892  906  0  10
-2,95310210063508  -2,89447972642892  911  0  10
-2,95310210063508  -2,89203712750366  916  0  10
-2,95310210063508  -2,88959452857841  921  0  10
-2,95310210063508  -2,88959452857841  926  0  10
-2,95310210063508  -2,88715192965315  931  0  10
-2,95310210063508  -2,88470933072789  936  0  10
-2,95310210063508  -2,88226673180264  941  0  10
-2,95065950170982  -2,87982413287738  946  0  10
-2,95065950170982  -2,87738153395212  951  0  10
-2,95065950170982  -2,87493893502687  956  0  10
-2,94821690278456  -2,87249633610161  961  0  10
-2,94821690278456  -2,87005373717636  966  0  10
-2,94577430385931  -2,8676111382511  971  0  10
-2,94577430385931  -2,86516853932584  976  0  10
-2,94333170493405  -2,86272594040059  981  0  10
-2,94333170493405  -2,85784074255007  986  0  10
-2,94088910600879  -2,85539814362482  991  0  10
-2,93844650708354  -2,85295554469956  996  0  10
-2,93600390815828  -2,84807034684905  1001  1  255
-2,93600390815828  -2,84562774792379  1006  1  255
-2,93356130923302  -2,84074255007328  1011  1  255
-2,93111871030777  -2,83829995114802  1016  1  255
-2,92867611138251  -2,83341475329751  1021  1  255
-2,92623351245725  -2,828529555447  1026  1  255
-2,923790913532  -2,82608695652174  1031  1  255
-2,92134831460674  -2,82120175867123  1036  1  255
-2,91890571568148  -2,81631656082071  1041  1  255
-2,91402051783097  -2,8114313629702  1046  1  255
-2,91157791890572  -2,80654616511969  1051  1  255
-2,90913531998046  -2,80166096726917  1056  1  255
-2,9066927210552  -2,79921836834392  1061  1  255
-2,90180752320469  -2,79189057156815  1066  1  255
-2,89936492427943  -2,78700537371764  1071  1  255
-2,89447972642892  -2,78212017586712  1076  1  255
-2,89203712750366  -2,77723497801661  1081  1  255
-2,88715192965315  -2,7723497801661  1086  1  255
-2,88470933072789  -2,76746458231558  1091  1  255
-2,87982413287738  -2,76013678553981  1096  1  255
-2,87493893502687  -2,7552515876893  1101  1  255
-2,87005373717636  -2,75036638983879  1106  1  255
-2,8676111382511  -2,74303859306302  1111  1  255
-2,86272594040059  -2,73815339521251  1116  1  255
-2,85784074255007  -2,73082559843674  1121  1  255
-2,85295554469956  -2,72594040058622  1126  1  255
-2,84807034684905  -2,71861260381045  1131  1  255
-2,84318514899853  -2,71372740595994  1136  1  255
-2,83829995114802  -2,70639960918417  1141  1  255
-2,83341475329751  -2,6990718124084  1146  1  255
-2,828529555447  -2,69174401563263  1151  1  255
-2,82120175867123  -2,68685881778212  1156  1  255
-2,81631656082071  -2,67953102100635  1161  1  255
-2,8114313629702  -2,67220322423058  1166  1  255
-2,80654616511969  -2,66487542745481  1171  1  255
-2,79921836834392  -2,65754763067904  1176  1  255
-2,79433317049341  -2,65021983390327  1181  1  255
-2,78700537371764  -2,6428920371275  1186  1  255
-2,78212017586712  -2,63556424035173  1191  1  255
-2,77479237909135  -2,62579384465071  1196  1  255
-2,76990718124084  -2,61846604787494  1201  1  255
-2,76257938446507  -2,61113825109917  1206  1  255
-2,7552515876893  -2,6038104543234  1211  1  255
-2,75036638983879  -2,59404005862237  1216  1  255
-2,74303859306302  -2,5867122618466  1221  1  255
-2,73571079628725  -2,57938446507084  1226  1  255
-2,72838299951148  -2,56961406936981  1231  1  255
-2,72105520273571  -2,56228627259404  1237  1  255
-2,71372740595994  -2,55251587689301  1242  1  255
-2,70639960918417  -2,54518808011724  1247  1  255
-2,6990718124084  -2,53541768441622  1252  1  255
-2,69174401563263  -2,52564728871519  1257  1  255
-2,68441621885686  -2,51831949193942  1262  1  255
-2,67708842208109  -2,5085490962384  1267  1  255
-2,66976062530533  -2,49877870053737  1272  1  255
-2,6599902296043  -2,48900830483635  1277  1  255
-2,65266243282853  -2,47923790913532  1282  1  255
-2,64533463605276  -2,46946751343429  1287  1  255
-2,63556424035173  -2,45969711773327  1292  1  255
-2,62823644357596  -2,44992672203224  1297  1  255
-2,6209086468002  -2,44015632633122  1302  1  255
-2,61113825109917  -2,43038593063019  1307  1  255
-2,60136785539814  -2,42061553492916  1312  1  255
-2,59404005862237  -2,41084513922814  1317  1  255
-2,58426966292135  -2,40107474352711  1322  1  255
-2,57694186614558  -2,39130434782609  1327  1  255
-2,56717147044455  -2,3790913531998  1332  1  255
-2,55740107474353  -2,36932095749878  1337  1  255
-2,5476306790425  -2,35955056179775  1342  1  255
-2,53786028334148  -2,34733756717147  1347  1  255
-2,53053248656571  -2,33756717147044  1352  1  255
-2,52076209086468  -2,32779677576942  1357  1  255
-2,51099169516365  -2,31558378114314  1362  1  255
-2,50122129946263  -2,30581338544211  1367  1  255
-2,4914509037616  -2,29360039081583  1372  1  255
-2,48168050806058  -2,28138739618955  1377  1  255
-2,47191011235955  -2,27161700048852  1382  1  255
-2,45969711773327  -2,25940400586224  1387  1  255
-2,44992672203224  -2,24719101123596  1392  1  255
-2,44015632633122  -2,23742061553493  1397  1  255
-2,43038593063019  -2,22520762090865  1402  1  255
-2,41817293600391  -2,21299462628236  1407  1  255
-2,40840254030288  -2,20078163165608  1412  1  255
-2,39863214460186  -2,1885686370298  1417  1  255
-2,38641914997557  -2,17635564240352  1422  1  255
-2,37664875427455  -2,16414264777724  1427  1  255
-2,36443575964827  -2,15192965315095  1432  1  255
-2,35466536394724  -2,13971665852467  1437  1  255
-2,34245236932096  -2,12750366389839  1442  1  255
-2,33268197361993  -2,11529066927211  1447  1  255
-2,32046897899365  -2,10307767464582  1452  1  255
-2,30825598436737  -2,09086468001954  1457  1  255
-2,29848558866634  -2,07865168539326  1462  1  255
-2,28627259404006  -2,06399609184172  1467  1  255
-2,27405959941378  -2,05178309721544  1472  1  255
-2,26184660478749  -2,03957010258915  1477  1  255
-2,24963361016121  -2,02735710796287  1482  1  255
-2,23742061553493  -2,01270151441133  1487  1  255
-2,2276502198339  -2,00048851978505  1492  1  255
-2,21543722520762  -1,98583292623351  1497  1  255
-2,20322423058134  -1,97361993160723  1503  1  255
-2,19101123595506  -1,95896433805569  1508  1  255
-2,17635564240352  -1,94675134342941  1513  1  255
-2,16414264777724  -1,93209574987787  1518  1  255
-2,15192965315095  -1,91988275525159  1523  1  255
-2,13971665852467  -1,90522716170005  1528  1  255
-2,12750366389839  -1,89057156814851  1533  1  255
-2,11529066927211  -1,87835857352223  1538  1  255
-2,10063507572057  -1,86370297997069  1543  1  255
-2,08842208109428  -1,84904738641915  1548  1  255
-2,076209086468  -1,83439179286761  1553  1  255
-2,06155349291646  -1,82217879824133  1558  1  255
-2,04934049829018  -1,80752320468979  1563  1  255
-2,03468490473864  -1,79286761113825  1568  1  255
-2,02247191011236  -1,77821201758671  1573  1  255
-2,00781631656082  -1,76355642403517  1578  1  255
-1,99560332193454  -1,74890083048363  1583  1  255
-1,980947728383  -1,7342452369321  1588  1  255
-1,96873473375672  -1,71958964338056  1593  1  255
-1,95407914020518  -1,70493404982902  1598  1  255
-1,93942354665364  -1,69027845627748  1603  1  255
-1,92721055202736  -1,67562286272594  1608  1  255
-1,91255495847582  -1,6609672691744  1613  1  255
-1,89789936492428  -1,64631167562286  1618  1  255
-1,88324377137274  -1,62921348314607  1623  1  255
-1,87103077674646  -1,61455788959453  1628  1  255
-1,85637518319492  -1,59990229604299  1633  1  255
-1,84171958964338  -1,58524670249145  1638  1  255
-1,82706399609184  -1,57059110893991  1643  1  255
-1,8124084025403  -1,55349291646312  1648  1  255
-1,79775280898876  -1,53883732291158  1653  1  255
-1,78309721543723  -1,52418172936004  1658  1  255
-1,76844162188569  -1,50708353688324  1663  1  255
-1,75378602833415  -1,4924279433317  1668  1  255
-1,73913043478261  -1,47532975085491  1673  1  255
-1,72447484123107  -1,46067415730337  1678  1  255
-1,70981924767953  -1,44357596482658  1683  1  255
-1,69516365412799  -1,42892037127504  1688  1  255
-1,68050806057645  -1,41182217879824  1693  1  255
-1,66340986809966  -1,3971665852467  1698  1  255
-1,64875427454812  -1,38006839276991  1703  1  255
-1,63409868099658  -1,36541279921837  1708  1  255
-1,61944308744504  -1,34831460674157  1713  1  255
-1,60234489496825  -1,33121641426478  1718  1  255
-1,58768930141671  -1,31656082071324  1724  1  255
-1,57303370786517  -1,29946262823644  1729  1  255
-1,55593551538837  -1,28236443575965  1734  1  255
-1,54127992183683  -1,26770884220811  1739  1  255
-1,52418172936004  -1,25061064973131  1744  1  255
-1,5095261358085  -1,23351245725452  1749  1  255
-1,4924279433317  -1,21641426477772  1754  1  255
-1,47777234978017  -1,20175867122618  1759  1  255
-1,46067415730337  -1,18466047874939  1764  1  255
-1,44601856375183  -1,16756228627259  1769  1  255
-1,42892037127504  -1,1504640937958  1774  1  255
-1,4142647777235  -1,133365901319  1779  1  255
-1,3971665852467  -1,11626770884221  1784  1  255
-1,38006839276991  -1,09916951636541  1789  1  255
-1,36541279921837  -1,08207132388862  1794  1  255
-1,34831460674157  -1,06497313141182  1799  1  255
-1,33121641426478  -1,05031753786028  1804  1  255
-1,31656082071324  -1,03321934538349  1809  1  255
-1,29946262823644  -1,01612115290669  1814  1  255
-1,28236443575965  -0,999022960429897  1819  1  255
-1,26526624328285  -0,979482169027846  1824  1  255
-1,25061064973131  -0,96238397655105  1829  1  255
-1,23351245725452  -0,945285784074255  1834  1  255
-1,21641426477772  -0,92818759159746  1839  1  255
-1,19931607230093  -0,911089399120664  1844  1  255
-1,18221787982413  -0,893991206643869  1849  1  255
-1,16511968734734  -0,876893014167074  1854  1  255
-1,14802149487054  -0,859794821690278  1859  1  255
-1,13092330239375  -0,842696629213483  1864  1  255
-1,11382510991695  -0,825598436736688  1869  1  255
-1,09672691744016  -0,806057645334636  1874  1  255
-1,07962872496336  -0,788959452857841  1879  1  255
-1,06253053248657  -0,771861260381045  1884  1  255
-1,04543234000977  -0,75476306790425  1889  1  255
-1,02833414753298  -0,735222276502198  1894  1  255
-1,01123595505618  -0,718124084025403  1899  1  255
-0,994137762579384  -0,701025891548608  1904  1  255
-0,977039570102589  -0,683927699071812  1909  1  255
-0,959941377625794  -0,664386907669761  1914  1  255
-0,942843185148998  -0,647288715192965  1919  1  255
-0,925744992672203  -0,63019052271617  1924  1  255
-0,908646800195408  -0,613092330239375  1929  1  255
-0,891548607718613  -0,593551538837323  1934  1  255
-0,872007816316561  -0,576453346360528  1939  1  255
-0,854909623839766  -0,559355153883732  1944  1  255
-0,83781143136297  -0,53981436248168  1949  1  255
-0,820713238886175  -0,522716170004885  1954  1  255
-0,80361504640938  -0,503175378602833  1959  1  255
-0,784074255007328  -0,486077186126038  1964  1  255
-0,766976062530532  -0,468978993649243  1969  1  255
-0,749877870053737  -0,449438202247191  1974  1  255
-0,732779677576942  -0,432340009770396  1979  1  255
-0,71323888617489  -0,4152418172936  1984  1  255
-0,696140693698095  -0,395701025891549  1989  1  255
-0,6790425012213  -0,378602833414753  1994  1  255
-0,659501709819248  -0,359062042012702  1999  1  255
-0,642403517342452  -0,341963849535906  2004  2  50
-0,625305324865657  -0,322423058133854  2010  2  50
-0,605764533463605  -0,305324865657059  2015  2  50
-0,58866634098681  -0,288226673180264  2020  2  50
-0,571568148510015  -0,268685881778212  2025  2  50
-0,552027357107963  -0,251587689301417  2030  2  50
-0,534929164631168  -0,232046897899365  2035  2  50
-0,517830972154372  -0,21494870542257  2040  2  50
-0,49829018075232  -0,195407914020518  2045  2  50
-0,481191988275525  -0,178309721543723  2050  2  50
-0,461651196873473  -0,158768930141671  2055  2  50
-0,444553004396678  -0,141670737664875  2060  2  50
-0,427454811919883  -0,122129946262824  2065  2  50
-0,407914020517831  -0,105031753786028  2070  2  50
-0,390815828041036  -0,0854909623839765  2075  2  50
-0,371275036638984  -0,0683927699071812  2080  2  50
-0,354176844162189  -0,0488519785051295  2085  2  50
-0,334636052760137  -0,0317537860283341  2090  2  50
-0,317537860283341  -0,0122129946262824  2095  2  50
-0,300439667806546  0,00244259892525647  2100  2  50
-0,280898876404494  0,0195407914020518  2105  2  50
-0,263800683927699  0,0390815828041036  2110  2  50
-0,244259892525647  0,0561797752808989  2115  2  50
-0,227161700048852  0,0757205666829507  2120  2  50
-0,2076209086468  0,092818759159746  2125  2  50
-0,190522716170005  0,112359550561798  2130  2  50
-0,170981924767953  0,129457743038593  2135  2  50
-0,153883732291158  0,148998534440645  2140  2  50
-0,134342940889106  0,16609672691744  2145  2  50
-0,117244748412311  0,185637518319492  2150  2  50
-0,0977039570102589  0,202735710796287  2155  2  50
-0,0806057645334636  0,222276502198339  2160  2  50
-0,0610649731314118  0,239374694675134  2165  2  50
-0,0439667806546165  0,258915486077186  2170  2  50
-0,0244259892525647  0,276013678553981  2175  2  50
-0,00732779677576942  0,295554469956033  2180  2  50
0,00977039570102589  0,312652662432829  2185  2  50
0,0268685881778212  0,329750854909624  2190  2  50
0,046409379579873  0,349291646311676  2195  2  50
0,0635075720566683  0,366389838788471  2200  2  50
0,0830483634587201  0,385930630190523  2205  2  50
0,100146555935515  0,403028822667318  2210  2  50
0,117244748412311  0,42256961406937  2215  2  50
0,136785539814362  0,439667806546165  2220  2  50
0,153883732291158  0,45676599902296  2225  2  50
0,17342452369321  0,476306790425012  2230  2  50
0,190522716170005  0,493404982901808  2235  2  50
0,210063507572057  0,512945774303859  2240  2  50
0,227161700048852  0,530043966780655  2245  2  50
0,246702491450904  0,54714215925745  2250  2  50
0,263800683927699  0,566682950659502  2255  2  50
0,283341475329751  0,583781143136297  2260  2  50
0,300439667806546  0,600879335613092  2265  2  50
0,317537860283341  0,620420127015144  2270  2  50
0,337078651685393  0,637518319491939  2275  2  50
0,354176844162189  0,654616511968735  2280  2  50
0,37371763556424  0,674157303370787  2285  2  50
0,390815828041036  0,691255495847582  2290  2  50
0,407914020517831  0,708353688324377  2295  2  50
0,427454811919883  0,725451880801172  2300  2  50
0,444553004396678  0,744992672203224  2305  2  50
0,46409379579873  0,76209086468002  2310  2  50
0,481191988275525  0,779189057156815  2315  2  50
0,49829018075232  0,79628724963361  2320  2  50
0,517830972154372  0,813385442110405  2325  2  50
0,534929164631168  0,832926233512457  2330  2  50
0,552027357107963  0,850024425989253  2335  2  50
0,571568148510015  0,867122618466048  2340  2  50
0,58866634098681  0,884220810942843  2346  2  50
0,605764533463605  0,901319003419638  2351  2  50
0,625305324865657  0,918417195896434  2356  2  50
0,642403517342452  0,935515388373229  2361  2  50
0,659501709819248  0,952613580850024  2366  2  50
0,676599902296043  0,972154372252076  2371  2  50
0,696140693698095  0,989252564728871  2376  2  50
0,71323888617489  1,00635075720567  2381  2  50
0,730337078651685  1,02344894968246  2386  2  50
0,747435271128481  1,04054714215926  2391  2  50
0,766976062530532  1,05764533463605  2396  2  50
0,784074255007328  1,07474352711285  2401  2  50
0,801172447484123  1,09184171958964  2406  2  50
0,818270639960918  1,10893991206644  2411  2  50
0,835368832437714  1,12359550561798  2416  2  50
0,852467024914509  1,14069369809477  2421  2  50
0,869565217391304  1,15779189057157  2426  2  50
0,8866634098681  1,17489008304836  2431  2  50
0,906204201270151  1,19198827552516  2436  2  50
0,923302393746947  1,20908646800195  2441  2  50
0,940400586223742  1,22618466047875  2446  2  50
0,957498778700537  1,24084025403029  2451  2  50
0,974596971177333  1,25793844650708  2456  2  50
0,991695163654128  1,27503663898388  2461  2  50
1,00879335613092  1,29213483146067  2466  2  50
1,02589154860772  1,30679042501221  2471  2  50
1,04298974108451  1,32388861748901  2476  2  50
1,06008793356131  1,3409868099658  2481  2  50
1,07474352711285  1,35564240351734  2486  2  50
1,09184171958964  1,37274059599414  2491  2  50
1,10893991206644  1,38739618954568  2496  2  50
1,12603810454323  1,40449438202247  2501  2  50
1,14313629702003  1,42159257449927  2506  2  50
1,16023448949682  1,43624816805081  2511  2  50
1,17733268197362  1,4533463605276  2516  2  50
1,19198827552516  1,46800195407914  2521  2  50
1,20908646800195  1,48510014655594  2526  2  50
1,22618466047875  1,49975574010747  2531  2  50
1,24328285295554  1,51441133365901  2536  2  50
1,25793844650708  1,53150952613581  2541  2  50
1,27503663898388  1,54616511968735  2546  2  50
1,29213483146067  1,56082071323889  2551  2  50
1,30679042501221  1,57791890571568  2556  2  50
1,32388861748901  1,59257449926722  2561  2  50
1,33854421104055  1,60723009281876  2567  2  50
1,35564240351734  1,62432828529555  2572  2  50
1,37274059599414  1,63898387884709  2577  2  50
1,38739618954568  1,65363947239863  2582  2  50
1,40449438202247  1,66829506595017  2587  2  50
1,41914997557401  1,68295065950171  2592  2  50
1,43624816805081  1,69760625305325  2597  2  50
1,45090376160234  1,71226184660479  2602  2  50
1,46555935515388  1,72691744015633  2607  2  50
1,48265754763068  1,74157303370787  2612  2  50
1,49731314118222  1,7562286272594  2617  2  50
1,51196873473376  1,77088422081094  2622  2  50
1,52906692721055  1,78553981436248  2627  2  50
1,54372252076209  1,80019540791402  2632  2  50
1,55837811431363  1,81485100146556  2637  2  50
1,57547630679042  1,8295065950171  2642  2  50
1,59013190034196  1,84416218856864  2647  2  50
1,6047874938935  1,85881778212018  2652  2  50
1,61944308744504  1,87103077674646  2657  2  50
1,63409868099658  1,885686370298  2662  2  50
1,64875427454812  1,90034196384954  2667  2  50
1,66340986809966  1,91255495847582  2672  2  50
1,6780654616512  1,92721055202736  2677  2  50
1,69272105520274  1,9418661455789  2682  2  50
1,70737664875427  1,95407914020518  2687  2  50
1,72203224230581  1,96873473375672  2692  2  50
1,73668783585735  1,980947728383  2697  2  50
1,75134342940889  1,99560332193454  2702  2  50
1,76599902296043  2,00781631656082  2707  2  50
1,78065461651197  2,02247191011236  2712  2  50
1,79531021006351  2,03468490473864  2717  2  50
1,80996580361505  2,04689789936492  2722  2  50
1,82217879824133  2,06155349291646  2727  2  50
1,83683439179287  2,07376648754275  2732  2  50
1,85148998534441  2,08597948216903  2737  2  50
1,86370297997069  2,09819247679531  2742  2  50
1,87835857352223  2,11284807034685  2747  2  50
1,89301416707377  2,12506106497313  2752  2  50
1,90522716170005  2,13727405959941  2757  2  50
1,91988275525159  2,1494870542257  2762  2  50
1,93209574987787  2,16170004885198  2767  2  50
1,94675134342941  2,17391304347826  2772  2  50
1,95896433805569  2,18612603810454  2777  2  50
1,97361993160723  2,19833903273083  2782  2  50
1,98583292623351  2,21055202735711  2787  2  50
1,99804592085979  2,22276502198339  2792  2  50
2,01270151441133  2,23253541768442  2797  2  50
2,02491450903762  2,2447484123107  2802  2  50
2,0371275036639  2,25696140693698  2807  2  50
2,04934049829018  2,26917440156326  2812  2  50
2,06155349291646  2,27894479726429  2817  2  50
2,076209086468  2,29115779189057  2822  2  50
2,08842208109428  2,30337078651685  2827  2  50
2,10063507572057  2,31314118221788  2832  2  50
2,11284807034685  2,32535417684416  2837  2  50
2,12506106497313  2,33512457254519  2842  2  50
2,13727405959941  2,34733756717147  2847  2  50
2,1494870542257  2,3571079628725  2852  2  50
2,16170004885198  2,36932095749878  2857  2  50
2,171470444553  2,3790913531998  2862  2  50
2,18368343917929  2,38886174890083  2867  2  50
2,19589643380557  2,39863214460186  2872  2  50
2,20810942843185  2,41084513922814  2877  2  50
2,22032242305813  2,42061553492916  2882  2  50
2,23009281875916  2,43038593063019  2887  2  50
2,24230581338544  2,44015632633122  2892  2  50
2,25207620908647  2,44992672203224  2897  2  50
2,26428920371275  2,45969711773327  2902  2  50
2,27650219833903  2,46946751343429  2907  2  50
